format=1 tracks=6 division=480

BA    1   CR         0   TR  0   CH 16   Tempo 120
BA    1   CR         0   TR  0   CH 16   Time signature 4/4, clocks/mtick 24, crotchets/32ndnote 8
BA    1   CR         0   TR  0   CH 16   Text type 6: "Start"
BA   24   CR         3   TR  3   CH  1   NT  C'        163/480   voff=97
BA   24   CR         3   TR  3   CH  1   NT  C--           3/8   von=102   voff=102
BA   24   CR 3+119/480   TR  5   CH  1   ST &B0 &40 &7F
BA   24   CR     3+1/4   TR  3   CH  1   ST &B0 &40 &7F
BA   24   CR  3+67/120   TR  2   CH  1   NT  F#--       67/480   von=107   voff=107
BA   24   CR 3+479/480   TR  5   CH  1   NT  A'          11/30   von=103   voff=103
BA   24   CR 3+479/480   TR  5   CH  1   NT  C'        149/480   von=105   voff=105
BA   24   CR 3+479/480   TR  5   CH  1   NT  A           11/30   von=101   voff=103
BA   24   CR 3+479/480   TR  5   CH  1   NT  E           17/48   von=107   voff=107
BA   24   CR 3+479/480   TR  5   CH  1   NT  E'         91/240   von=112   voff=112
BA   24   CR 3+479/480   TR  5   CH  1   NT  A--           3/8   von=102   voff=102

BA   25   CR         0   TR  1   CH  1   NT  A---          3/8   von=105   voff=102
BA   25   CR         0   TR  3   CH  1   NT  A           35/96   von=103   voff=103
BA   25   CR         0   TR  3   CH  1   NT  C          37/120   von=105   voff=105
BA   25   CR         0   TR  3   CH  1   NT  A-          11/30   von=101   voff=101
BA   25   CR         0   TR  3   CH  1   NT  E-        169/480   von=107   voff=107
BA   25   CR         0   TR  3   CH  1   NT  E         169/480   von=112   voff=107
BA   25   CR         0   TR  3   CH  1   NT  A---          3/8   von=102   voff=102
BA   25   CR   119/480   TR  5   CH  1   ST &B0 &40 &00
BA   25   CR       1/4   TR  3   CH  1   ST &B0 &40 &00
BA   25   CR    67/120   TR  2   CH  1   NT  F#--          1/8   von=90   voff=90
BA   25   CR   469/480   TR  4   CH  1   NT  Eb''       17/120   voff=101
BA   25   CR         1   TR  1   CH  1   NT  C--         29/60   von=97   voff=97
BA   25   CR  1+49/480   TR  4   CH  1   NT  E''      2+29/480   von=97   voff=97
BA   25   CR  1+67/120   TR  2   CH  1   NT  F#--       61/480   von=97   voff=97
BA   25   CR         2   TR  1   CH  1   NT  D--         11/32   von=101   voff=101
BA   25   CR     2+1/2   TR  1   CH  1   NT  C--        53/240   von=95   voff=95
BA   25   CR  2+67/120   TR  2   CH  1   NT  F#--       61/480   von=94   voff=94
BA   25   CR         3   TR  1   CH  1   NT  D--        43/160   von=97   voff=97
BA   25   CR  3+11/240   TR  4   CH  1   NT  D''       143/480   von=109   voff=109
BA   25   CR     3+1/2   TR  1   CH  1   NT  Eb--       41/160   von=78   voff=78
BA   25   CR 3+127/240   TR  4   CH  1   NT  C''           1/4   von=95   voff=95
BA   25   CR  3+67/120   TR  2   CH  1   NT  F#--        11/96   von=97   voff=97
BA   25   CR     3+3/4   TR  1   CH  1   NT  E--       119/480   von=101   voff=101

BA   26   CR    13/480   TR  4   CH  1   NT  D''        51/160   von=101   voff=101
BA   26   CR       1/4   TR  1   CH  1   NT  A--      3+61/480   von=103   voff=103
BA   26   CR     25/48   TR  4   CH  1   NT  C''          7/30   von=103   voff=103
BA   26   CR    67/120   TR  2   CH  1   NT  F#--       29/240   von=109   voff=109
BA   26   CR   159/160   TR  4   CH  1   NT  A'            1/3   von=99   voff=99
BA   26   CR 1+217/480   TR  4   CH  1   NT  G'          13/60   von=78   voff=78
BA   26   CR  1+67/120   TR  2   CH  1   NT  F#--       21/160   voff=109
BA   26   CR 1+349/480   TR  4   CH  1   NT  A'       1+83/120   von=76   voff=76
BA   26   CR  2+67/120   TR  2   CH  1   NT  F#--       67/480   von=103   voff=103
BA   26   CR   2+59/60   TR  3   CH  1   ST &B0 &40 &0E
BA   26   CR   2+59/60   TR  5   CH  1   ST &B0 &40 &0E
BA   26   CR 2+239/240   TR  3   CH  1   ST &B0 &40 &1E
BA   26   CR 2+239/240   TR  5   CH  1   ST &B0 &40 &1E
BA   26   CR 2+479/480   TR  5   CH  1   NT  G           11/30   von=97   voff=109
BA   26   CR 2+479/480   TR  5   CH  1   NT  C'         41/120   voff=97
BA   26   CR 2+479/480   TR  5   CH  1   NT  E           11/30   von=90   voff=90
BA   26   CR 2+479/480   TR  5   CH  1   NT  E'            3/8   von=101   voff=101
BA   26   CR 2+479/480   TR  5   CH  1   NT  G'          11/30   von=109   voff=109
BA   26   CR 2+479/480   TR  5   CH  1   NT  C''        49/120   voff=109
BA   26   CR 2+479/480   TR  5   CH  1   NT  C-            3/8   von=102   voff=102
BA   26   CR 2+479/480   TR  5   CH  1   ST &B0 &40 &7F
BA   26   CR         3   TR  3   CH  1   NT  G-          23/60   von=97   voff=97
BA   26   CR         3   TR  3   CH  1   NT  C         163/480   voff=97
BA   26   CR         3   TR  3   CH  1   NT  E-          35/96   von=90   voff=90
BA   26   CR         3   TR  3   CH  1   NT  E           35/96   von=101   voff=90
BA   26   CR         3   TR  3   CH  1   NT  G           35/96   von=109   voff=109
BA   26   CR         3   TR  3   CH  1   NT  C'        163/480   voff=97
BA   26   CR         3   TR  3   CH  1   NT  C--           3/8   von=102   voff=102
BA   26   CR         3   TR  3   CH  1   ST &B0 &40 &7F
BA   26   CR   3+43/80   TR  4   CH  1   NT  G'         83/480   von=80   voff=80
BA   26   CR  3+67/120   TR  2   CH  1   NT  F#--       67/480   von=107   voff=107
BA   26   CR 3+121/160   TR  4   CH  1   NT  A'         23/120   von=97   voff=97
BA   26   CR 3+479/480   TR  5   CH  1   NT  E'         91/240   von=112   voff=112
BA   26   CR 3+479/480   TR  5   CH  1   NT  C         149/480   von=101   voff=105
BA   26   CR 3+479/480   TR  5   CH  1   NT  E           17/48   von=107   voff=107
BA   26   CR 3+479/480   TR  5   CH  1   NT  A           11/30   von=101   voff=103
BA   26   CR 3+479/480   TR  5   CH  1   NT  C'        149/480   von=105   voff=105
BA   26   CR 3+479/480   TR  5   CH  1   NT  A'          11/30   von=103   voff=103
BA   26   CR 3+479/480   TR  5   CH  1   NT  A--           3/8   von=102   voff=102

BA   27   CR         0   TR  1   CH  1   NT  A---          3/8   von=105   voff=102
BA   27   CR         0   TR  3   CH  1   NT  E         169/480   von=112   voff=107
BA   27   CR         0   TR  3   CH  1   NT  C-        163/480   von=101   voff=101
BA   27   CR         0   TR  3   CH  1   NT  E-        169/480   von=107   voff=107
BA   27   CR         0   TR  3   CH  1   NT  A-          11/30   von=101   voff=101
BA   27   CR         0   TR  3   CH  1   NT  C          37/120   von=105   voff=105
BA   27   CR         0   TR  3   CH  1   NT  A           35/96   von=103   voff=103
BA   27   CR         0   TR  3   CH  1   NT  A---          3/8   von=102   voff=102
BA   27   CR         0   TR  4   CH  1   NT  C''       151/480   voff=97
BA   27   CR    59/480   TR  5   CH  1   ST &B0 &40 &00
BA   27   CR       1/8   TR  3   CH  1   ST &B0 &40 &00
BA   27   CR    67/120   TR  2   CH  1   NT  F#--          1/8   von=90   voff=90
BA   27   CR         1   TR  1   CH  1   NT  C--         29/60   von=97   voff=97
BA   27   CR     1+1/2   TR  4   CH  1   NT  G'           7/30   von=84   voff=84
BA   27   CR  1+67/120   TR  2   CH  1   NT  F#--       61/480   von=97   voff=97
BA   27   CR   1+29/40   TR  4   CH  1   NT  A'         47/240   von=86   voff=86
BA   27   CR   1+31/32   TR  4   CH  1   NT  D''         23/96   von=92   voff=92
BA   27   CR         2   TR  1   CH  1   NT  D--         11/32   von=101   voff=101
BA   27   CR     2+1/2   TR  1   CH  1   NT  C--        53/240   von=95   voff=95
BA   27   CR  2+67/120   TR  2   CH  1   NT  F#--       61/480   von=94   voff=94
BA   27   CR         3   TR  1   CH  1   NT  D--        43/160   von=97   voff=97
BA   27   CR 3+223/480   TR  4   CH  1   NT  G'         79/480   von=72   voff=72
BA   27   CR     3+1/2   TR  1   CH  1   NT  Eb--       41/160   von=78   voff=78
BA   27   CR  3+67/120   TR  2   CH  1   NT  F#--        11/96   von=97   voff=97
BA   27   CR 3+109/160   TR  4   CH  1   NT  A'         31/160   von=92   voff=92
BA   27   CR     3+3/4   TR  1   CH  1   NT  E--       119/480   von=101   voff=101
BA   27   CR 3+467/480   TR  4   CH  1   NT  D''       139/480   von=95   voff=95

BA   28   CR       1/4   TR  1   CH  1   NT  A--      3+61/480   von=103   voff=103
BA   28   CR   109/240   TR  4   CH  1   NT  Eb''         5/32   von=105   voff=105
BA   28   CR    67/120   TR  2   CH  1   NT  F#--       29/240   von=109   voff=109
BA   28   CR   119/160   TR  4   CH  1   NT  E''       2+23/96   von=101   voff=101
BA   28   CR  1+67/120   TR  2   CH  1   NT  F#--       21/160   voff=109
BA   28   CR  2+67/120   TR  2   CH  1   NT  F#--       67/480   von=103   voff=103
BA   28   CR 2+479/480   TR  5   CH  1   NT  G           11/30   von=97   voff=109
BA   28   CR 2+479/480   TR  5   CH  1   NT  C'         41/120   voff=97
BA   28   CR 2+479/480   TR  5   CH  1   NT  E           11/30   von=90   voff=90
BA   28   CR 2+479/480   TR  5   CH  1   NT  E'            3/8   von=101   voff=101
BA   28   CR 2+479/480   TR  5   CH  1   NT  G'          11/30   von=109   voff=109
BA   28   CR 2+479/480   TR  5   CH  1   NT  C''        49/120   voff=109
BA   28   CR 2+479/480   TR  5   CH  1   NT  C-            3/8   von=102   voff=102
BA   28   CR         3   TR  3   CH  1   NT  G-          23/60   von=97   voff=97
BA   28   CR         3   TR  3   CH  1   NT  C         163/480   voff=97
BA   28   CR         3   TR  3   CH  1   NT  E-          35/96   von=90   voff=90
BA   28   CR         3   TR  3   CH  1   NT  E           35/96   von=101   voff=90
BA   28   CR         3   TR  3   CH  1   NT  G           35/96   von=109   voff=109
BA   28   CR         3   TR  3   CH  1   NT  C'        163/480   voff=97
BA   28   CR         3   TR  3   CH  1   NT  C--           3/8   von=102   voff=102
BA   28   CR 3+119/480   TR  5   CH  1   ST &B0 &40 &7F
BA   28   CR     3+1/4   TR  3   CH  1   ST &B0 &40 &7F
BA   28   CR  3+67/120   TR  2   CH  1   NT  F#--       67/480   von=107   voff=107
BA   28   CR   3+31/32   TR  1   CH  1   NT  A---          3/8   von=105   voff=102
BA   28   CR   3+31/32   TR  3   CH  1   NT  A           11/30   von=103   voff=103
BA   28   CR   3+31/32   TR  3   CH  1   NT  C         149/480   von=105   voff=105
BA   28   CR   3+31/32   TR  3   CH  1   NT  A-         59/160   von=101   voff=101
BA   28   CR   3+31/32   TR  3   CH  1   NT  E-        169/480   von=107   voff=107
BA   28   CR   3+31/32   TR  3   CH  1   NT  E         181/480   von=112   voff=112
BA   28   CR   3+31/32   TR  3   CH  1   NT  A---          3/8   von=102   voff=102
BA   28   CR 3+119/120   TR  4   CH  1   NT  G#'        13/240   von=62   voff=62
BA   28   CR 3+479/480   TR  5   CH  1   NT  A'          11/30   von=103   voff=103
BA   28   CR 3+479/480   TR  5   CH  1   NT  C'        149/480   von=105   voff=105
BA   28   CR 3+479/480   TR  5   CH  1   NT  A           27/80   von=101   voff=103
BA   28   CR 3+479/480   TR  5   CH  1   NT  E         167/480   von=107   voff=112
BA   28   CR 3+479/480   TR  5   CH  1   NT  E'         91/240   von=112   voff=112
BA   28   CR 3+479/480   TR  5   CH  1   NT  A--           3/8   von=102   voff=102

BA   29   CR     1/480   TR  4   CH  1   NT  G#''         5/32   von=114   voff=114
BA   29   CR    23/480   TR  4   CH  1   NT  A'          19/60   von=109   voff=103
BA   29   CR      1/15   TR  4   CH  1   NT  A''       2+71/80   von=97   voff=97
BA   29   CR      7/32   TR  3   CH  1   ST &B0 &40 &00
BA   29   CR   119/480   TR  5   CH  1   ST &B0 &40 &00
BA   29   CR   253/480   TR  2   CH  1   NT  F#--          1/8   von=90   voff=90
BA   29   CR     31/32   TR  1   CH  1   NT  C--         29/60   von=97   voff=97
BA   29   CR 1+253/480   TR  2   CH  1   NT  F#--       31/240   von=97   voff=97
BA   29   CR   1+31/32   TR  1   CH  1   NT  D--         11/32   von=101   voff=101
BA   29   CR   2+15/32   TR  1   CH  1   NT  C--        53/240   von=95   voff=95
BA   29   CR 2+253/480   TR  2   CH  1   NT  F#--       61/480   von=94   voff=94
BA   29   CR   2+31/32   TR  1   CH  1   NT  D--        43/160   von=97   voff=97
BA   29   CR   2+39/40   TR  4   CH  1   NT  G''        41/120   von=111   voff=111
BA   29   CR   2+59/60   TR  4   CH  1   NT  G'          17/60   von=99   voff=99
BA   29   CR   3+15/32   TR  1   CH  1   NT  Eb--       41/160   von=78   voff=78
BA   29   CR   3+49/96   TR  4   CH  1   NT  E'          11/60   von=95   voff=95
BA   29   CR 3+253/480   TR  2   CH  1   NT  F#--        11/96   von=97   voff=97
BA   29   CR 3+253/480   TR  4   CH  1   NT  E''         19/80   von=107   voff=107
BA   29   CR   3+23/32   TR  1   CH  1   NT  E--       119/480   von=101   voff=101

BA   30   CR     7/240   TR  4   CH  1   NT  D'        101/480   von=95   voff=95
BA   30   CR    17/480   TR  4   CH  1   NT  D''        59/240   von=97   voff=97
BA   30   CR      7/32   TR  1   CH  1   NT  A--      3+61/480   von=103   voff=103
BA   30   CR   251/480   TR  4   CH  1   NT  C'          11/60   von=80   voff=80
BA   30   CR   253/480   TR  2   CH  1   NT  F#--       29/240   von=109   voff=109
BA   30   CR     17/32   TR  4   CH  1   NT  C''          7/32   von=94   voff=94
BA   30   CR  1+23/480   TR  4   CH  1   NT  A'            1/4   von=101   voff=101
BA   30   CR  1+29/480   TR  4   CH  1   NT  A           17/80   von=52   voff=52
BA   30   CR 1+251/480   TR  4   CH  1   NT  G'           7/40   von=80   voff=80
BA   30   CR 1+253/480   TR  2   CH  1   NT  F#--       21/160   voff=109
BA   30   CR   1+17/32   TR  4   CH  1   NT  G         103/480   von=90   voff=90
BA   30   CR  1+97/120   TR  4   CH  1   NT  A'        1+31/32   voff=90
BA   30   CR 1+391/480   TR  4   CH  1   NT  A          2+1/96   von=84   voff=84
BA   30   CR 2+253/480   TR  2   CH  1   NT  F#--       67/480   von=103   voff=103
BA   30   CR 2+457/480   TR  3   CH  1   ST &B0 &40 &0E
BA   30   CR 2+463/480   TR  3   CH  1   ST &B0 &40 &1E
BA   30   CR   2+31/32   TR  3   CH  1   NT  G-          37/96   von=97   voff=97
BA   30   CR   2+31/32   TR  3   CH  1   NT  C          41/120   voff=97
BA   30   CR   2+31/32   TR  3   CH  1   NT  E-          35/96   von=90   voff=90
BA   30   CR   2+31/32   TR  3   CH  1   NT  E         179/480   von=101   voff=101
BA   30   CR   2+31/32   TR  3   CH  1   NT  G           11/30   von=109   voff=109
BA   30   CR   2+31/32   TR  3   CH  1   NT  C'          13/32   voff=109
BA   30   CR   2+31/32   TR  3   CH  1   NT  C--           3/8   von=102   voff=102
BA   30   CR   2+31/32   TR  3   CH  1   ST &B0 &40 &7F
BA   30   CR   2+59/60   TR  5   CH  1   ST &B0 &40 &0E
BA   30   CR 2+239/240   TR  5   CH  1   ST &B0 &40 &1E
BA   30   CR 2+479/480   TR  5   CH  1   ST &B0 &40 &7F
BA   30   CR 3+253/480   TR  2   CH  1   NT  F#--       67/480   von=107   voff=107
BA   30   CR   3+31/32   TR  1   CH  1   NT  A---          3/8   von=105   voff=102
BA   30   CR   3+31/32   TR  3   CH  1   NT  E         181/480   von=112   voff=112
BA   30   CR   3+31/32   TR  3   CH  1   NT  C-         41/120   von=101   voff=101
BA   30   CR   3+31/32   TR  3   CH  1   NT  E-        169/480   von=107   voff=107
BA   30   CR   3+31/32   TR  3   CH  1   NT  A-         59/160   von=101   voff=101
BA   30   CR   3+31/32   TR  3   CH  1   NT  C         149/480   von=105   voff=105
BA   30   CR   3+31/32   TR  3   CH  1   NT  A           11/32   von=103   voff=101
BA   30   CR   3+31/32   TR  3   CH  1   NT  A---          3/8   von=102   voff=102

BA   31   CR    13/240   TR  4   CH  1   NT  A          31/120   von=101   voff=101
BA   31   CR    17/240   TR  4   CH  1   NT  A'        127/480   von=114   voff=114
BA   31   CR      3/32   TR  3   CH  1   ST &B0 &40 &00
BA   31   CR    59/480   TR  5   CH  1   ST &B0 &40 &00
BA   31   CR    77/240   TR  4   CH  1   NT  G           11/60   von=94   voff=94
BA   31   CR       1/3   TR  4   CH  1   NT  G'         43/240   von=74   voff=74
BA   31   CR     29/60   TR  4   CH  1   NT  A          31/120   von=101   voff=101
BA   31   CR       1/2   TR  4   CH  1   NT  A'        127/480   von=114   voff=114
BA   31   CR   253/480   TR  2   CH  1   NT  F#--          1/8   von=90   voff=90
BA   31   CR   383/480   TR  4   CH  1   NT  C'           7/40   von=101   voff=101
BA   31   CR    97/120   TR  4   CH  1   NT  C''        61/240   von=92   voff=92
BA   31   CR     31/32   TR  1   CH  1   NT  C--         29/60   von=97   voff=97
BA   31   CR 1+137/480   TR  4   CH  1   NT  D''        39/160   von=97   voff=97
BA   31   CR   1+23/80   TR  4   CH  1   NT  D'         53/240   von=95   voff=95
BA   31   CR 1+253/480   TR  2   CH  1   NT  F#--       31/240   von=97   voff=97
BA   31   CR 1+359/480   TR  4   CH  1   NT  C''        47/160   von=99   voff=99
BA   31   CR 1+361/480   TR  4   CH  1   NT  C'        133/480   von=97   voff=97
BA   31   CR   1+31/32   TR  1   CH  1   NT  D--         11/32   von=101   voff=101
BA   31   CR   2+19/80   TR  4   CH  1   NT  A'        107/480   von=101   voff=101
BA   31   CR 2+127/480   TR  4   CH  1   NT  A          29/160   von=90   voff=90
BA   31   CR   2+15/32   TR  1   CH  1   NT  C--        53/240   von=95   voff=95
BA   31   CR 2+253/480   TR  2   CH  1   NT  F#--       61/480   von=94   voff=94
BA   31   CR   2+53/60   TR  4   CH  1   NT  A'        129/160   von=105   voff=105
BA   31   CR 2+107/120   TR  4   CH  1   NT  A         101/120   von=95   voff=95
BA   31   CR   2+31/32   TR  1   CH  1   NT  D--        43/160   von=97   voff=97
BA   31   CR   3+15/32   TR  1   CH  1   NT  Eb--       41/160   von=78   voff=78
BA   31   CR 3+253/480   TR  2   CH  1   NT  F#--        11/96   von=97   voff=97
BA   31   CR   3+23/32   TR  1   CH  1   NT  E--       119/480   von=101   voff=101

BA   32   CR    13/160   TR  4   CH  1   NT  Eb'        29/160   von=97   voff=97
BA   32   CR    49/480   TR  4   CH  1   NT  Eb''       29/240   von=109   voff=109
BA   32   CR   103/480   TR  4   CH  1   NT  F''        53/240   von=76   voff=76
BA   32   CR     13/60   TR  4   CH  1   NT  E'        331/480   von=92   voff=92
BA   32   CR      7/32   TR  1   CH  1   NT  A--      3+61/480   von=103   voff=103
BA   32   CR   109/480   TR  4   CH  1   NT  E''       227/480   von=76   voff=76
BA   32   CR   253/480   TR  2   CH  1   NT  F#--       29/240   von=109   voff=109
BA   32   CR   137/160   TR  4   CH  1   NT  D''        79/240   von=94   voff=94
BA   32   CR   139/160   TR  4   CH  1   NT  D'         29/120   von=90   voff=90
BA   32   CR 1+167/480   TR  4   CH  1   NT  C'         77/480   von=86   voff=86
BA   32   CR  1+89/240   TR  4   CH  1   NT  C''        47/160   von=92   voff=92
BA   32   CR 1+253/480   TR  2   CH  1   NT  F#--       21/160   voff=109
BA   32   CR 1+407/480   TR  4   CH  1   NT  A          1+5/12   von=90   voff=90
BA   32   CR 1+137/160   TR  4   CH  1   NT  A'       1+59/160   von=97   voff=97
BA   32   CR 2+253/480   TR  2   CH  1   NT  F#--       67/480   von=103   voff=103
BA   32   CR   2+31/32   TR  3   CH  1   NT  G-          37/96   von=97   voff=97
BA   32   CR   2+31/32   TR  3   CH  1   NT  C          41/120   voff=97
BA   32   CR   2+31/32   TR  3   CH  1   NT  E-          35/96   von=90   voff=90
BA   32   CR   2+31/32   TR  3   CH  1   NT  E         179/480   von=101   voff=101
BA   32   CR   2+31/32   TR  3   CH  1   NT  G           11/30   von=109   voff=109
BA   32   CR   2+31/32   TR  3   CH  1   NT  C'         89/240   voff=97
BA   32   CR   2+31/32   TR  3   CH  1   NT  C--           3/8   von=102   voff=102
BA   32   CR 2+479/480   TR  5   CH  1   NT  G           27/80   von=97   voff=109
BA   32   CR 2+479/480   TR  5   CH  1   NT  C'         41/120   voff=97
BA   32   CR 2+479/480   TR  5   CH  1   NT  E           11/32   von=90   voff=101
BA   32   CR 2+479/480   TR  5   CH  1   NT  E'            3/8   von=101   voff=101
BA   32   CR 2+479/480   TR  5   CH  1   NT  G'          11/30   von=109   voff=109
BA   32   CR 2+479/480   TR  5   CH  1   NT  C''        49/120   voff=109
BA   32   CR 2+479/480   TR  5   CH  1   NT  C-            3/8   von=102   voff=102
BA   32   CR    3+7/32   TR  3   CH  1   ST &B0 &40 &7F
BA   32   CR 3+119/480   TR  5   CH  1   ST &B0 &40 &7F
BA   32   CR 3+253/480   TR  2   CH  1   NT  F#--       67/480   von=107   voff=107
BA   32   CR   3+31/32   TR  1   CH  1   NT  A---          3/8   von=105   voff=102
BA   32   CR   3+31/32   TR  3   CH  1   NT  A           11/30   von=103   voff=103
BA   32   CR   3+31/32   TR  3   CH  1   NT  C         149/480   von=105   voff=105
BA   32   CR   3+31/32   TR  3   CH  1   NT  A-         59/160   von=101   voff=101
BA   32   CR   3+31/32   TR  3   CH  1   NT  E-        169/480   von=107   voff=107
BA   32   CR   3+31/32   TR  3   CH  1   NT  E         181/480   von=112   voff=112
BA   32   CR   3+31/32   TR  3   CH  1   NT  A---          3/8   von=102   voff=102
BA   32   CR 3+479/480   TR  5   CH  1   NT  A'          11/30   von=103   voff=103
BA   32   CR 3+479/480   TR  5   CH  1   NT  C'        149/480   von=105   voff=105
BA   32   CR 3+479/480   TR  5   CH  1   NT  A           27/80   von=101   voff=103
BA   32   CR 3+479/480   TR  5   CH  1   NT  E         167/480   von=107   voff=112
BA   32   CR 3+479/480   TR  5   CH  1   NT  E'         91/240   von=112   voff=112
BA   32   CR 3+479/480   TR  5   CH  1   NT  A--       181/480   von=102   voff=102

BA   33   CR    17/480   TR  4   CH  1   NT  A'         79/240   von=101   voff=103
BA   33   CR     7/160   TR  4   CH  1   NT  A            7/24   von=95   voff=103
BA   33   CR      1/15   TR  4   CH  1   NT  G#''          1/5   von=116   voff=116
BA   33   CR    71/480   TR  4   CH  1   NT  G#'          1/15   von=60   voff=60
BA   33   CR      3/20   TR  4   CH  1   NT  A'        103/480   von=84   voff=103
BA   33   CR    37/240   TR  4   CH  1   NT  B'          13/96   von=109   voff=109
BA   33   CR    33/160   TR  4   CH  1   NT  A''     2+389/480   von=101   voff=101
BA   33   CR      7/32   TR  3   CH  1   ST &B0 &40 &00
BA   33   CR       1/4   TR  5   CH  1   ST &B0 &40 &00
BA   33   CR   253/480   TR  2   CH  1   NT  F#--          1/8   von=90   voff=90
BA   33   CR     31/32   TR  1   CH  1   NT  C--         29/60   von=97   voff=97
BA   33   CR 1+253/480   TR  2   CH  1   NT  F#--       31/240   von=97   voff=97
BA   33   CR   1+31/32   TR  1   CH  1   NT  D--         11/32   von=101   voff=101
BA   33   CR   2+15/32   TR  1   CH  1   NT  C--        53/240   von=95   voff=95
BA   33   CR 2+253/480   TR  2   CH  1   NT  F#--       61/480   von=94   voff=94
BA   33   CR   2+31/32   TR  1   CH  1   NT  D--        43/160   von=97   voff=97
BA   33   CR    3+1/96   TR  4   CH  1   NT  G'          23/80   von=92   voff=92
BA   33   CR    3+1/40   TR  4   CH  1   NT  G''        41/120   von=107   voff=107
BA   33   CR   3+15/32   TR  1   CH  1   NT  Eb--       41/160   von=78   voff=78
BA   33   CR 3+253/480   TR  2   CH  1   NT  F#--        11/96   von=97   voff=97
BA   33   CR    3+8/15   TR  4   CH  1   NT  E''        39/160   von=99   voff=99
BA   33   CR  3+89/160   TR  4   CH  1   NT  E'           3/16   von=84   voff=84
BA   33   CR   3+23/32   TR  1   CH  1   NT  E--       119/480   von=101   voff=101

BA   34   CR     7/120   TR  4   CH  1   NT  D'           7/40   von=80   voff=80
BA   34   CR    29/480   TR  4   CH  1   NT  D''        53/240   von=95   voff=95
BA   34   CR      7/32   TR  1   CH  1   NT  A--      3+61/480   von=103   voff=103
BA   34   CR   253/480   TR  2   CH  1   NT  F#--       29/240   von=109   voff=109
BA   34   CR   271/480   TR  4   CH  1   NT  C'           5/24   von=88   voff=88
BA   34   CR     23/40   TR  4   CH  1   NT  C''          5/24   von=95   voff=95
BA   34   CR  1+17/240   TR  4   CH  1   NT  A'        131/480   von=92   voff=92
BA   34   CR  1+13/160   TR  4   CH  1   NT  A            7/40   von=56   voff=56
BA   34   CR 1+253/480   TR  2   CH  1   NT  F#--       21/160   voff=109
BA   34   CR 1+259/480   TR  4   CH  1   NT  G'          13/60   von=76   voff=76
BA   34   CR 1+263/480   TR  4   CH  1   NT  G          97/480   von=82   voff=82
BA   34   CR 1+193/240   TR  4   CH  1   NT  A       1+193/240   voff=82
BA   34   CR   1+27/32   TR  4   CH  1   NT  A'      1+433/480   von=86   voff=86
BA   34   CR 2+253/480   TR  2   CH  1   NT  F#--       67/480   von=103   voff=103
BA   34   CR 2+457/480   TR  3   CH  1   ST &B0 &40 &0E
BA   34   CR 2+463/480   TR  3   CH  1   ST &B0 &40 &1E
BA   34   CR   2+31/32   TR  3   CH  1   NT  G-          37/96   von=97   voff=97
BA   34   CR   2+31/32   TR  3   CH  1   NT  C          41/120   voff=97
BA   34   CR   2+31/32   TR  3   CH  1   NT  E-          35/96   von=90   voff=90
BA   34   CR   2+31/32   TR  3   CH  1   NT  E         179/480   von=101   voff=101
BA   34   CR   2+31/32   TR  3   CH  1   NT  G           11/30   von=109   voff=109
BA   34   CR   2+31/32   TR  3   CH  1   NT  C'         89/240   voff=97
BA   34   CR   2+31/32   TR  3   CH  1   NT  C--           3/8   von=102   voff=102
BA   34   CR   2+31/32   TR  3   CH  1   ST &B0 &40 &7F
BA   34   CR   2+59/60   TR  5   CH  1   ST &B0 &40 &0E
BA   34   CR 2+239/240   TR  5   CH  1   ST &B0 &40 &1E
BA   34   CR         3   TR  5   CH  1   NT  G         161/480   von=97   voff=109
BA   34   CR         3   TR  5   CH  1   NT  C'        163/480   voff=97
BA   34   CR         3   TR  5   CH  1   NT  E          41/120   von=90   voff=101
BA   34   CR         3   TR  5   CH  1   NT  E'        179/480   von=101   voff=101
BA   34   CR         3   TR  5   CH  1   NT  G'          35/96   von=109   voff=109
BA   34   CR         3   TR  5   CH  1   NT  C''         13/32   voff=109
BA   34   CR         3   TR  5   CH  1   NT  C-            3/8   von=102   voff=102
BA   34   CR         3   TR  5   CH  1   ST &B0 &40 &7F
BA   34   CR 3+253/480   TR  2   CH  1   NT  F#--       67/480   von=107   voff=107
BA   34   CR   3+31/32   TR  1   CH  1   NT  A---          3/8   von=105   voff=102
BA   34   CR   3+31/32   TR  3   CH  1   NT  E         181/480   von=112   voff=112
BA   34   CR   3+31/32   TR  3   CH  1   NT  C-         41/120   von=101   voff=101
BA   34   CR   3+31/32   TR  3   CH  1   NT  E-        169/480   von=107   voff=107
BA   34   CR   3+31/32   TR  3   CH  1   NT  A-         59/160   von=101   voff=101
BA   34   CR   3+31/32   TR  3   CH  1   NT  C         149/480   von=105   voff=105
BA   34   CR   3+31/32   TR  3   CH  1   NT  A           11/30   von=103   voff=103
BA   34   CR   3+31/32   TR  3   CH  1   NT  A---          3/8   von=102   voff=102

BA   35   CR         0   TR  5   CH  1   NT  E'        181/480   von=112   voff=112
BA   35   CR         0   TR  5   CH  1   NT  C          67/240   von=101   voff=105
BA   35   CR         0   TR  5   CH  1   NT  E          83/240   von=107   voff=112
BA   35   CR         0   TR  5   CH  1   NT  A         161/480   von=101   voff=103
BA   35   CR         0   TR  5   CH  1   NT  C'         37/120   von=105   voff=105
BA   35   CR         0   TR  5   CH  1   NT  A'          35/96   von=103   voff=103
